industry_code	product_code	product_name
511130	511130A	Mass market rack-size book publishing	
511130	511130B	Book club book publishing	
511130	511130C	Mail order book publishing	
511130	511130D	Adult trade and juvenile book publishing	
511130	511130D4	Adult trade book publishing	
511130	511130D5	Juvenile book publishing	
511130	511130S	Secondary services	
511130	511130SS	Secondary services	
511191	5111911	Publishers' sales	
511191	511191132	Seasonal cards: counter cards and packaged, including boxed	
511191	511191134	Everyday cards: counter cards and packaged, including boxed	
511191	511191S	Secondary services	
511191	511191SS	Secondary services	
511199	5111993	Shopping news publishing	
511210	5112102	Applications software	
511210	511210201	Applications software sold separately (non-suite)	
511210	511210202	Applications software sold as a suite	
511210	5112103	Computer games and other prepackaged software	
511210	5112104	Maintenance, documentation, training, and other software services	
515111	515111	Radio networks	
515111	5151111	Radio network and national syndication time sales and other services	
515111	5151112	Radio network and national syndication programming and other services	
515111	515111P	Primary services	
515112	515112	Radio stations	
515112	5151121	Radio station time sales	
515112	515112101	Local radio station time sales	
515112	515112102	National and regional radio station time sales	
515112	515112P	Primary services	
515112	515112SM	Other receipts	
515120	5151201	Local television station services	
515120	515120101	Television station advertising sales	
515120	515120102	Network television affiliate services	
515120	5151202	Network television and national syndication services	
517110	517110113	Coin local service	
517110	517110114	Other local service	
517110	517110211	Intrastate residence switched toll service	
517110	517110212	Interstate residence switched toll service	
517110	51711022111	Intrastate business switched access toll service, outbound	
517110	51711022112	Interstate business switched access toll service, outbound	
517110	51711022121	Intrastate business switched access toll service, inbound	
517110	51711022122	Interstate business switched access toll service, inbound	
517110	51711022211	Intrastate business special access switched toll service, outbound	
517110	51711022212	Interstate business special access switched toll service, outbound	
517110	51711022221	Intrastate business special access switched toll service, inbound	
517110	51711022222	Interstate business special access switched toll service, inbound	
517110	51711029	Other toll service	
517110	51711031	Intrastate private line service	
517211	517211	Paging	
517211	5172111	Paging	
517211	517211P	Primary services	
517212	517212	Cellular and other wireless carriers	
517212	5172121	Cellular and other wireless telecommunications	
517212	517212P	Primary services	
5175--	5175--	Cable and other program distribution	
51751-	51751-	Cable and other program distribution	
517510	517510	Cable and other program distribution	
517510	5175101	Cable and satellite subscriber services	
517510	5175102	Local cable system advertising services	
517510	517510P	Primary services	
517510	517510SM	Other receipts	
5181--	5181--	Internet service providers	
51811-	51811-	Internet service providers	
518111	518111	Internet service providers	
518111	5181111	Dial-up and asymmetric DSL Internet access	
518111	5181112	Leased line and symmetric DSL Internet access	
518111	5181113	Other Internet access and related services	
518111	518111P	Primary services	
518111	518111SM	Other receipts	
518112	518112	Web search portals	
518112	5181121	Web search portal services	
518112	518112P	Primary services	
518210	5182102	Timesharing data processing services	
518210	5182103	Data entry services	
522120	522120107	Credit cards, overdraft credit, and related plans	
522120	522120108	Other loan services	
523920	523920M	Miscellaneous receipts	
523920	523920SM	Other receipts	
524114	524114102	Other group and individual medical service plans	
524114	52411410201	Individual comprehensive medical service plans	
524114	52411410202	Dental service plans	
524114	52411410203	Supplemental Medicare service plans	
524114	52411410204	Other medical service plans	
524114	524114M	Miscellaneous receipts	
524114	524114MM	Miscellaneous receipts	
524114	524114SM	Other receipts	
524126	524126101	Private passenger auto insurance, California	
524126	524126102	Private passenger auto insurance, New York	
524126	524126103	Private passenger auto insurance, Texas	
524126	524126104	Private passenger auto insurance, Florida	
524126	524126105	Private passenger auto insurance, Pennsylvania	
524126	524126106	Private passenger auto insurance, Illinois	
524126	524126107	Private passenger auto insurance, Ohio	
524126	524126108	Private passenger auto insurance, Michigan	
524126	524126109	Private passenger auto insurance, New Jersey	
524126	524126111	Private passenger auto insurance, North Carolina	
524126	524126112	Private passenger auto insurance, all other areas	
524126	524126201	Homeowner's insurance, California	
524126	524126202	Homeowner's insurance, New York	
524126	524126203	Homeowner's insurance, Texas	
524126	524126204	Homeowner's insurance, Florida	
524126	524126205	Homeowner's insurance, Pennsylvania	
524126	524126206	Homeowner's insurance, all other areas	
524126	524126401	Product liability insurance	
524210	52421011	Sale of property and casualty insurance	
524210	524210111	Sale of private passenger auto insurance	
524210	524210112	Sale of homeowner's insurance	
524210	524210113	Sale of other property and casualty insurance	
524210	52421012	Sale of life insurance and annuities	
524210	52421013	Sale of health insurance	
524210	52421014	Sale of other insurance	
531120	531120104	Leasing of open shopping centers	
531120	531120105	Leasing of enclosed shopping centers	
531120	531120SM	Other receipts	
531210	5312102	Residential property rental, brokerage fees, and commissions	
531210	5312103	Nonresidential property sales, brokerage fees, and commissions	
531210	5312104	Nonresidential property rental, brokerage fees, and commissions	
531210	5312105	Other real estate agent & broker services, incl fees from land sales & rental	
531210	531210SM	Other receipts	
532120	5321202	Truck, truck tractor and truck trailer leasing	
532120	532120211	Truck leasing	
532120	532120212	Truck tractor leasing	
532120	532120213	Truck trailer leasing	
532120	5321203	Recreational vehicle rental	
541110	541110SM	Other receipts	
541211	5412116	Compilation and review	
541211	5412117	Bookkeeping and billing services	
541211	5412118	Multiple services transactions and other accounting services	
541219	541219SM	Other receipts	
541310	5413102	Commercial and industrial architecture	
541310	5413103	Public and institutional facility architecture	
541310	5413105	Architectural advisory and predesign services	
541310	5413106	Other architectural services	
541610	5416102	Human resources and executive search consulting services	
541610	54161021	Executive search consulting services	
541619	541619	Retained executive recruiting	
541619	5416195	Retained executive recruiting	
541619	541619P	Primary services	
541810	541810201	Newspapers	
541810	541810202	Periodicals	
541810	541810203	Television	
541810	541810204	Radio, Internet, and other media placements	
56131-	56131-	Employment placement agencies	
561310	561310	Employment placement agencies	
561310	5613101	Contingency payment recruiting	
561310	561310111	Information technology	
561310	561310121	Engineering, manufacturing, and technology	
561310	561310131	Accounting and financial	
561310	561310141	Sales and marketing	
561310	561310151	Operations, administration, and human resources	
561310	561310161	Other occupations	
561310	5613102	Internet recruiting services	
561310	561310P	Primary services	
561310	561310SM	Other receipts	
56132-	56132-	Temporary help services	
561320	561320	Temporary help services	
561320	5613201	Office and clerical occupations	
561320	5613202	Light and heavy industrial occupations	
561320	5613203	Technical and professional occupations	
561320	5613204	Medical personnel occupations	
561320	5613205	Other temporary help supply services	
561320	561320P	Primary services	
561320	561320SM	Other receipts	
561510	56151011101	Business domestic airline bookings	
561510	56151011102	Leisure domestic airline bookings	
561510	56151011201	Business international airline bookings	
561510	56151011202	Leisure international airline bookings	
561510	561510S	Secondary services	
622110	6221102	Medicare patients	
622110	6221104	Medicaid patients	
622110	6221106	All other patients	
622110	622110601	Diseases and disorders of the nervous system	
622110	622110603	Diseases and disorders of the ear, nose, mouth, and throat	
622110	622110604	Diseases and disorders of the respiratory system	
622110	622110605	Diseases and disorders of the circulatory system	
622110	622110606	Diseases and disorders of the digestive system	
622110	622110607	Diseases and disorders of the hepatobiliary system and pancreas	
622110	622110608	Diseases and disorders of the musculoskeletal system and connective tissue	
622110	622110609	Diseases and disorders of the skin, subcutaneous tissue and breast	
622110	622110611	Endocrine, nutritional, and metabolic diseases and disorders	
622110	622110612	Diseases and disorders of the kidney and urinary tract	
622110	622110613	Diseases and disorders of the male reproductive system	
622110	622110614	Diseases and disorders of the female reproductive system	
622110	622110615	Pregnancy, childbirth, and the puerperium	
622110	622110616	Newborns and other neonates with conditions originating in the perinatal period	
622110	622110617	Diseases and disorders of the blood and blood forming organs and immun. diseases	
622110	622110618	Myeloproliferative diseases and disorders, and poorly differentiated neoplasms	
622110	622110619	Infectious and parasitic diseases (systemic or unspecified sites)	
622110	622110622	Alcohol/drug use and alcohol/drug induced organic mental disorders	
622110	622110623	Injuries, poisonings, and toxic effects of drugs	
